Date,HE,Price,Minute
07/19/2022,21,73.07,20:54
07/19/2022,21,73.07,20:55
07/19/2022,21,73.07,20:56
07/19/2022,21,73.07,20:57
07/19/2022,21,73.07,20:58
07/19/2022,21,73.07,20:59
07/19/2022,22,72.04,21:00
07/19/2022,22,72.04,21:01
07/19/2022,22,72.04,21:02
07/19/2022,22,72.04,21:03
07/19/2022,22,72.04,21:04
07/19/2022,22,72.04,21:05
07/19/2022,22,72.04,21:06
07/19/2022,22,66.49,21:07
07/19/2022,22,66.49,21:08
07/19/2022,22,59.67,21:09
07/19/2022,22,59.67,21:10
07/19/2022,22,58.39,21:11
07/19/2022,22,58.39,21:12
07/19/2022,22,58.39,21:13
07/19/2022,22,58.39,21:14
07/19/2022,22,58.39,21:15
07/19/2022,22,55.41,21:16
07/19/2022,22,55.41,21:17
07/19/2022,22,55.41,21:18
07/19/2022,22,55.41,21:19
07/19/2022,22,55.41,21:20
07/19/2022,22,55.41,21:21
07/19/2022,22,55.41,21:22
07/19/2022,22,55.41,21:23
07/19/2022,22,55.41,21:24
07/19/2022,22,55.41,21:25
07/19/2022,22,55.41,21:26
07/19/2022,22,55.41,21:27
07/19/2022,22,55.41,21:28
07/19/2022,22,55.41,21:29
07/19/2022,22,55.41,21:30
07/19/2022,22,55.41,21:31
07/19/2022,22,55.41,21:32
07/19/2022,22,55.41,21:33
07/19/2022,22,55.41,21:34
07/19/2022,22,55.41,21:35
07/19/2022,22,55.41,21:36
07/19/2022,22,55.41,21:37
07/19/2022,22,55.41,21:38
07/19/2022,22,55.41,21:39
07/19/2022,22,55.41,21:40
07/19/2022,22,55.41,21:41
07/19/2022,22,55.41,21:42
07/19/2022,22,55.41,21:43
07/19/2022,22,55.41,21:44
07/19/2022,22,55.41,21:45
07/19/2022,22,55.41,21:46
07/19/2022,22,55.41,21:47
07/19/2022,22,55.41,21:48
07/19/2022,22,55.41,21:49
07/19/2022,22,55.41,21:50
07/19/2022,22,55.41,21:51
07/19/2022,22,55.41,21:52
07/19/2022,22,55.41,21:53
07/19/2022,22,55.41,21:54
07/19/2022,22,55.41,21:55
07/19/2022,22,55.41,21:56
07/19/2022,22,55.41,21:57
07/19/2022,22,55.41,21:58
07/19/2022,22,55.41,21:59
07/19/2022,23,52.50,22:00
07/19/2022,23,51.57,22:01
07/19/2022,23,51.57,22:02
07/19/2022,23,51.57,22:03
07/19/2022,23,51.57,22:04
